peak_name	gene	sym	cluster
peak_46657	ENSG00000102572	STK24	Cluster_3
peak_46730	ENSG00000125304	TM9SF2	Cluster_3
peak_47369	ENSG00000068650	ATP11A	Cluster_3
peak_48666	ENSG00000198718	TOGARAM1	Cluster_3
peak_48666	ENSG00000179454	KLHL28	Cluster_3
peak_48712	ENSG00000165506	DNAAF2	Cluster_3
peak_48712	ENSG00000165516	KLHDC2	Cluster_3
peak_49271	ENSG00000178974	FBXO34	Cluster_3
peak_49275	ENSG00000178974	FBXO34	Cluster_3
peak_49362	ENSG00000139946	PELI2	Cluster_3
peak_49516	ENSG00000165617	DACT1	Cluster_3
peak_49783	ENSG00000126778	SIX1	Cluster_3
peak_49797	ENSG00000100625	SIX4	Cluster_3
peak_49990	ENSG00000154001	PPP2R5E	Cluster_3
peak_50062	ENSG00000140009	ESR2	Cluster_3
peak_50812	ENSG00000100731	PCNX1	Cluster_3
peak_50839	ENSG00000197555	SIPA1L1	Cluster_3
peak_50862	ENSG00000197555	SIPA1L1	Cluster_3
peak_50896	ENSG00000197555	SIPA1L1	Cluster_3
peak_50898	ENSG00000197555	SIPA1L1	Cluster_3
peak_51229	ENSG00000119630	PGF	Cluster_3
peak_51229	ENSG00000119718	EIF2B2	Cluster_3
peak_51230	ENSG00000119630	PGF	Cluster_3
peak_51479	ENSG00000100591	AHSA1	Cluster_3
peak_51479	ENSG00000151445	VIPAS39	Cluster_3
peak_52150	ENSG00000176438	SYNE3	Cluster_3
peak_53252	ENSG00000198146	ZNF770	Cluster_3
peak_53311	ENSG00000134138	MEIS2	Cluster_3
peak_53350	ENSG00000166068	SPRED1	Cluster_3
peak_53363	ENSG00000166068	SPRED1	Cluster_3
peak_53623	ENSG00000051180	RAD51	Cluster_3
peak_53623	ENSG00000104142	VPS18	Cluster_3
peak_53806	ENSG00000137814	HAUS2	Cluster_3
peak_53806	ENSG00000285942	NA	Cluster_3
peak_53806	ENSG00000180979	LRRC57	Cluster_3
peak_53807	ENSG00000137814	HAUS2	Cluster_3
peak_53807	ENSG00000285942	NA	Cluster_3
peak_53807	ENSG00000180979	LRRC57	Cluster_3
peak_53858	ENSG00000166963	MAP1A	Cluster_3
peak_54480	ENSG00000151575	TEX9	Cluster_3
peak_55193	ENSG00000103642	LACTB	Cluster_3
peak_55193	ENSG00000138613	APH1B	Cluster_3
peak_55195	ENSG00000185088	RPS27L	Cluster_3
peak_55302	ENSG00000103657	HERC1	Cluster_3
peak_55408	ENSG00000166839	ANKDD1A	Cluster_3
peak_55415	ENSG00000241839	PLEKHO2	Cluster_3
peak_55415	ENSG00000249240	NA	Cluster_3
peak_55416	ENSG00000241839	PLEKHO2	Cluster_3
peak_55416	ENSG00000249240	NA	Cluster_3
peak_55698	ENSG00000033800	PIAS1	Cluster_3
peak_56789	ENSG00000140382	HMG20A	Cluster_3
peak_56789	ENSG00000173517	PEAK1	Cluster_3
peak_56817	ENSG00000140382	HMG20A	Cluster_3
peak_56817	ENSG00000173517	PEAK1	Cluster_3
peak_56819	ENSG00000140382	HMG20A	Cluster_3
peak_56819	ENSG00000173517	PEAK1	Cluster_3
peak_57273	ENSG00000169609	C15orf40	Cluster_3
peak_57274	ENSG00000169609	C15orf40	Cluster_3
peak_57280	ENSG00000064726	BTBD1	Cluster_3
peak_57376	ENSG00000197696	NMB	Cluster_3
peak_57376	ENSG00000177082	WDR73	Cluster_3
peak_58156	ENSG00000185551	NR2F2	Cluster_3
peak_58458	ENSG00000068305	MEF2A	Cluster_3
peak_58617	ENSG00000131873	CHSY1	Cluster_3
peak_58626	ENSG00000131873	CHSY1	Cluster_3
peak_58627	ENSG00000131873	CHSY1	Cluster_3
peak_58741	ENSG00000103266	STUB1	Cluster_3
peak_58741	ENSG00000161999	JMJD8	Cluster_3
peak_58741	ENSG00000103275	UBE2I	Cluster_3
peak_59725	ENSG00000175595	ERCC4	Cluster_3
peak_60051	ENSG00000155714	PDZD9	Cluster_3
peak_60452	ENSG00000169180	XPO6	Cluster_3
peak_60453	ENSG00000169180	XPO6	Cluster_3
peak_60756	ENSG00000176723	ZNF843	Cluster_3
peak_60956	ENSG00000196470	SIAH1	Cluster_3
peak_61066	ENSG00000155393	HEATR3	Cluster_3
peak_61067	ENSG00000155393	HEATR3	Cluster_3
peak_61233	ENSG00000177200	CHD9	Cluster_3
peak_61233	ENSG00000277639	NA	Cluster_3
peak_61241	ENSG00000177200	CHD9	Cluster_3
peak_61241	ENSG00000277639	NA	Cluster_3
peak_62091	ENSG00000102908	NFAT5	Cluster_3
peak_62105	ENSG00000103018	CYB5B	Cluster_3
peak_62105	ENSG00000102908	NFAT5	Cluster_3
peak_62160	ENSG00000189091	SF3B3	Cluster_3
peak_62160	ENSG00000103051	COG4	Cluster_3
peak_62531	ENSG00000153774	CFDP1	Cluster_3
peak_62532	ENSG00000153774	CFDP1	Cluster_3
peak_62555	ENSG00000166848	TERF2IP	Cluster_3
peak_62555	ENSG00000065427	KARS1	Cluster_3
peak_63041	ENSG00000140955	ADAD2	Cluster_3
peak_63041	ENSG00000103168	TAF1C	Cluster_3
peak_63106	ENSG00000103187	COTL1	Cluster_3
peak_63115	ENSG00000103187	COTL1	Cluster_3
peak_63554	ENSG00000140948	ZCCHC14	Cluster_3
peak_63882	ENSG00000197912	SPG7	Cluster_3
peak_63882	ENSG00000167522	ANKRD11	Cluster_3
peak_63888	ENSG00000197912	SPG7	Cluster_3
peak_63888	ENSG00000167522	ANKRD11	Cluster_3
peak_63961	ENSG00000184811	TRARG1	Cluster_3
peak_63961	ENSG00000132376	INPP5K	Cluster_3
peak_64016	ENSG00000177374	HIC1	Cluster_3
peak_64018	ENSG00000177374	HIC1	Cluster_3
peak_64019	ENSG00000177374	HIC1	Cluster_3
peak_64020	ENSG00000177374	HIC1	Cluster_3
peak_64027	ENSG00000177374	HIC1	Cluster_3
peak_64027	ENSG00000070366	SMG6	Cluster_3
peak_64029	ENSG00000177374	HIC1	Cluster_3
peak_64029	ENSG00000070366	SMG6	Cluster_3
peak_64031	ENSG00000177374	HIC1	Cluster_3
peak_64031	ENSG00000070366	SMG6	Cluster_3
peak_64039	ENSG00000070366	SMG6	Cluster_3
peak_64233	ENSG00000185722	ANKFY1	Cluster_3
peak_64233	ENSG00000132388	UBE2G1	Cluster_3
peak_65763	ENSG00000266202	NA	Cluster_3
peak_65763	ENSG00000232859	LYRM9	Cluster_3
peak_65763	ENSG00000109084	TMEM97	Cluster_3
peak_65958	ENSG00000176927	EFCAB5	Cluster_3
peak_65958	ENSG00000141298	SSH2	Cluster_3
peak_65959	ENSG00000176927	EFCAB5	Cluster_3
peak_65959	ENSG00000141298	SSH2	Cluster_3
peak_65967	ENSG00000176927	EFCAB5	Cluster_3
peak_65967	ENSG00000141298	SSH2	Cluster_3
peak_66164	ENSG00000185158	LRRC37B	Cluster_3
peak_66164	ENSG00000126858	RHOT1	Cluster_3
peak_66341	ENSG00000073598	FNDC8	Cluster_3
peak_66341	ENSG00000267618	NA	Cluster_3
peak_66341	ENSG00000185379	RAD51D	Cluster_3
peak_66530	ENSG00000186075	ZPBP2	Cluster_3
peak_66530	ENSG00000161405	IKZF3	Cluster_3
peak_67120	ENSG00000198933	TBKBP1	Cluster_3
peak_67120	ENSG00000073861	TBX21	Cluster_3
peak_67254	ENSG00000182742	HOXB4	Cluster_3
peak_67489	ENSG00000011052	NME1-NME2	Cluster_3
peak_67489	ENSG00000239672	NME1	Cluster_3
peak_67491	ENSG00000011052	NME1-NME2	Cluster_3
peak_67491	ENSG00000239672	NME1	Cluster_3
peak_67570	ENSG00000108960	MMD	Cluster_3
peak_67570	ENSG00000261873	SMIM36	Cluster_3
peak_68557	ENSG00000198909	MAP3K3	Cluster_3
peak_68557	ENSG00000136490	LIMD2	Cluster_3
peak_68740	ENSG00000120063	GNA13	Cluster_3
peak_69866	ENSG00000125457	MIF4GD	Cluster_3
peak_70256	ENSG00000184557	SOCS3	Cluster_3
peak_70711	ENSG00000266074	BAHCC1	Cluster_3
peak_71165	ENSG00000082397	EPB41L3	Cluster_3
peak_72008	ENSG00000141448	GATA6	Cluster_3
peak_72109	ENSG00000134508	CABLES1	Cluster_3
peak_72109	ENSG00000134490	TMEM241	Cluster_3
peak_73024	ENSG00000101665	SMAD7	Cluster_3
peak_73073	ENSG00000101665	SMAD7	Cluster_3
peak_73123	ENSG00000101665	SMAD7	Cluster_3
peak_73132	ENSG00000101665	SMAD7	Cluster_3
peak_73566	ENSG00000172175	MALT1	Cluster_3
peak_73663	ENSG00000141682	PMAIP1	Cluster_3
peak_73669	ENSG00000141682	PMAIP1	Cluster_3
peak_75563	ENSG00000173875	ZNF791	Cluster_3
peak_75563	ENSG00000188033	ZNF490	Cluster_3
peak_75563	ENSG00000269590	NA	Cluster_3
peak_75563	ENSG00000105583	WDR83OS	Cluster_3
peak_75563	ENSG00000123154	WDR83	Cluster_3
peak_77077	ENSG00000171827	ZNF570	Cluster_3
peak_77077	ENSG00000196437	ZNF569	Cluster_3
peak_77097	ENSG00000105738	SIPA1L3	Cluster_3
peak_77097	ENSG00000171804	WDR87	Cluster_3
peak_77112	ENSG00000105738	SIPA1L3	Cluster_3
peak_77112	ENSG00000171804	WDR87	Cluster_3
peak_77115	ENSG00000105738	SIPA1L3	Cluster_3
peak_77115	ENSG00000171804	WDR87	Cluster_3
peak_78233	ENSG00000105499	PLA2G4C	Cluster_3
peak_78269	ENSG00000105464	GRIN2D	Cluster_3
peak_78269	ENSG00000105438	KDELR1	Cluster_3
peak_78269	ENSG00000105447	GRWD1	Cluster_3
peak_78341	ENSG00000105559	PLEKHA4	Cluster_3
peak_78341	ENSG00000087074	PPP1R15A	Cluster_3
peak_78341	ENSG00000087086	FTL	Cluster_3
peak_78452	ENSG00000224420	ADM5	Cluster_3
peak_78452	ENSG00000169169	CPT1C	Cluster_3
peak_78501	ENSG00000131400	NAPSA	Cluster_3
peak_79000	ENSG00000171863	RPS7	Cluster_3
peak_79248	ENSG00000143797	MBOAT2	Cluster_3
peak_79588	ENSG00000071575	TRIB2	Cluster_3
peak_79680	ENSG00000071575	TRIB2	Cluster_3
peak_79690	ENSG00000071575	TRIB2	Cluster_3
peak_79691	ENSG00000071575	TRIB2	Cluster_3
peak_80458	ENSG00000119772	DNMT3A	Cluster_3
peak_81045	ENSG00000213626	LBH	Cluster_3
peak_81045	ENSG00000172954	LCLAT1	Cluster_3
peak_81148	ENSG00000013016	EHD3	Cluster_3
peak_81148	ENSG00000214711	CAPN14	Cluster_3
peak_81470	ENSG00000163171	CDC42EP3	Cluster_3
peak_81514	ENSG00000163171	CDC42EP3	Cluster_3
peak_81857	ENSG00000057935	MTA3	Cluster_3
peak_81857	ENSG00000171126	KCNG3	Cluster_3
peak_82316	ENSG00000171132	PRKCE	Cluster_3
peak_82325	ENSG00000171132	PRKCE	Cluster_3
peak_82517	ENSG00000068724	TTC7A	Cluster_3
peak_82517	ENSG00000180398	MCFD2	Cluster_3
peak_83244	ENSG00000170340	B3GNT2	Cluster_3
peak_83245	ENSG00000170340	B3GNT2	Cluster_3
peak_83259	ENSG00000170340	B3GNT2	Cluster_3
peak_83419	ENSG00000197329	PELI1	Cluster_3
peak_83489	ENSG00000179833	SERTAD2	Cluster_3
peak_83635	ENSG00000143995	MEIS1	Cluster_3
peak_83759	ENSG00000115956	PLEK	Cluster_3
peak_83877	ENSG00000196975	ANXA4	Cluster_3
peak_83877	ENSG00000115977	AAK1	Cluster_3
peak_85673	ENSG00000153201	RANBP2	Cluster_3
peak_85724	ENSG00000172985	SH3RF3	Cluster_3
peak_85906	ENSG00000114999	TTL	Cluster_3
peak_85906	ENSG00000125611	CHCHD5	Cluster_3
peak_86452	ENSG00000074054	CLASP1	Cluster_3
peak_86861	ENSG00000152127	MGAT5	Cluster_3
peak_87485	ENSG00000184898	RBM43	Cluster_3
peak_88611	ENSG00000198586	TLK1	Cluster_3
peak_89049	ENSG00000154518	ATP5MC3	Cluster_3
peak_89359	ENSG00000079156	OSBPL6	Cluster_3
peak_89492	ENSG00000115232	ITGA4	Cluster_3
peak_89720	ENSG00000144366	GULP1	Cluster_3
peak_89942	ENSG00000138378	STAT4	Cluster_3
peak_90131	ENSG00000081320	STK17B	Cluster_3
peak_90170	ENSG00000081320	STK17B	Cluster_3
peak_90175	ENSG00000081320	STK17B	Cluster_3
peak_90585	ENSG00000115993	TRAK2	Cluster_3
peak_90631	ENSG00000155760	FZD7	Cluster_3
peak_90662	ENSG00000204217	BMPR2	Cluster_3
peak_90691	ENSG00000163596	ICA1L	Cluster_3
peak_90884	ENSG00000116117	PARD3B	Cluster_3
peak_91591	ENSG00000115461	IGFBP5	Cluster_3
peak_92252	ENSG00000036257	CUL3	Cluster_3
peak_92253	ENSG00000036257	CUL3	Cluster_3
peak_92430	ENSG00000144468	RHBDD1	Cluster_3
peak_92686	ENSG00000173692	PSMD1	Cluster_3
peak_92756	ENSG00000144524	COPS7B	Cluster_3
peak_92756	ENSG00000156973	PDE6D	Cluster_3
peak_93481	ENSG00000132329	RAMP1	Cluster_3
peak_93511	ENSG00000258984	UBE2F-SCLY	Cluster_3
peak_93511	ENSG00000184182	UBE2F	Cluster_3
peak_94133	ENSG00000088881	EBF4	Cluster_3
peak_94139	ENSG00000088881	EBF4	Cluster_3
peak_94170	ENSG00000132670	PTPRA	Cluster_3
peak_94183	ENSG00000125877	ITPA	Cluster_3
peak_94385	ENSG00000132646	PCNA	Cluster_3
peak_94385	ENSG00000101290	CDS2	Cluster_3
peak_94603	ENSG00000101333	PLCB4	Cluster_3
peak_95135	ENSG00000101310	SEC23B	Cluster_3
peak_95135	ENSG00000284776	NA	Cluster_3
peak_95135	ENSG00000232388	SMIM26	Cluster_3
peak_95608	ENSG00000125814	NAPB	Cluster_3
peak_96310	ENSG00000101019	UQCC1	Cluster_3
peak_96310	ENSG00000125965	GDF5	Cluster_3
peak_96312	ENSG00000101019	UQCC1	Cluster_3
peak_96312	ENSG00000125965	GDF5	Cluster_3
peak_96406	ENSG00000131051	RBM39	Cluster_3
peak_96406	ENSG00000149646	CNBD2	Cluster_3
peak_96406	ENSG00000171222	SCAND1	Cluster_3
peak_96561	ENSG00000101363	MANBAL	Cluster_3
peak_96561	ENSG00000197122	SRC	Cluster_3
peak_96686	ENSG00000198959	TGM2	Cluster_3
peak_97060	ENSG00000124191	TOX2	Cluster_3
peak_97079	ENSG00000124191	TOX2	Cluster_3
peak_97081	ENSG00000124191	TOX2	Cluster_3
peak_97151	ENSG00000168734	PKIG	Cluster_3
peak_97956	ENSG00000196396	PTPN1	Cluster_3
peak_97957	ENSG00000196396	PTPN1	Cluster_3
peak_97958	ENSG00000196396	PTPN1	Cluster_3
peak_97959	ENSG00000196396	PTPN1	Cluster_3
peak_97980	ENSG00000124243	BCAS4	Cluster_3
peak_98439	ENSG00000022277	RTF2	Cluster_3
peak_98446	ENSG00000022277	RTF2	Cluster_3
peak_98719	ENSG00000124164	VAPB	Cluster_3
peak_98719	ENSG00000124222	STX16	Cluster_3
peak_98719	ENSG00000254995	STX16-NPEPL1	Cluster_3
peak_99294	ENSG00000183260	ABHD16B	Cluster_3
peak_99294	ENSG00000101150	TPD52L2	Cluster_3
peak_100578	ENSG00000173276	ZBTB21	Cluster_3
peak_101224	ENSG00000128185	DGCR6L	Cluster_3
peak_101224	ENSG00000185252	ZNF74	Cluster_3
peak_101368	ENSG00000186716	BCR	Cluster_3
peak_101573	ENSG00000100077	GRK3	Cluster_3
peak_101893	ENSG00000159873	CCDC117	Cluster_3
peak_102590	ENSG00000100302	RASD2	Cluster_3
peak_103147	ENSG00000128285	MCHR1	Cluster_3
peak_103147	ENSG00000196236	XPNPEP3	Cluster_3
peak_103147	ENSG00000100380	ST13	Cluster_3
peak_104141	ENSG00000134109	EDEM1	Cluster_3
peak_104501	ENSG00000144560	VGLL4	Cluster_3
peak_105472	ENSG00000163512	AZI2	Cluster_3
peak_105671	ENSG00000163527	STT3B	Cluster_3
peak_107045	ENSG00000145022	TCTA	Cluster_3
peak_107045	ENSG00000067560	RHOA	Cluster_3
peak_108285	ENSG00000151276	MAGI1	Cluster_3
peak_108332	ENSG00000144749	LRIG1	Cluster_3
peak_108387	ENSG00000172340	SUCLG2	Cluster_3
peak_108652	ENSG00000114861	FOXP1	Cluster_3
peak_109212	ENSG00000064225	ST3GAL6	Cluster_3
peak_109705	ENSG00000196776	CD47	Cluster_3
peak_109706	ENSG00000196776	CD47	Cluster_3
peak_109706	ENSG00000114446	IFT57	Cluster_3
peak_109726	ENSG00000114446	IFT57	Cluster_3
peak_109901	ENSG00000091972	CD200	Cluster_3
peak_110332	ENSG00000163430	FSTL1	Cluster_3
peak_110342	ENSG00000065518	NDUFB4	Cluster_3
peak_110342	ENSG00000153767	GTF2E1	Cluster_3
peak_110342	ENSG00000144840	RABL3	Cluster_3
peak_110721	ENSG00000173706	HEG1	Cluster_3
peak_111446	ENSG00000144868	TMEM108	Cluster_3
peak_111629	ENSG00000073711	PPP2R3A	Cluster_3
peak_111630	ENSG00000073711	PPP2R3A	Cluster_3
peak_111845	ENSG00000051382	PIK3CB	Cluster_3
peak_112131	ENSG00000175040	CHST2	Cluster_3
peak_112667	ENSG00000181467	RAP2B	Cluster_3
peak_112871	ENSG00000114850	SSR3	Cluster_3
peak_112871	ENSG00000163659	TIPARP	Cluster_3
peak_113342	ENSG00000085276	MECOM	Cluster_3
peak_113559	ENSG00000154310	TNIK	Cluster_3
peak_113577	ENSG00000154310	TNIK	Cluster_3
peak_113589	ENSG00000154310	TNIK	Cluster_3
peak_113593	ENSG00000154310	TNIK	Cluster_3
peak_113921	ENSG00000136521	NDUFB5	Cluster_3
peak_113921	ENSG00000288698	NA	Cluster_3
peak_113921	ENSG00000136522	MRPL47	Cluster_3
peak_113921	ENSG00000058056	USP13	Cluster_3
peak_114084	ENSG00000058063	ATP11B	Cluster_3
peak_114094	ENSG00000058063	ATP11B	Cluster_3
peak_114206	ENSG00000145191	EIF2B5	Cluster_3
peak_114206	ENSG00000161203	AP2M1	Cluster_3
peak_114302	ENSG00000163900	TMEM41A	Cluster_3
peak_114327	ENSG00000073792	IGF2BP2	Cluster_3
peak_114340	ENSG00000073792	IGF2BP2	Cluster_3
peak_114349	ENSG00000073792	IGF2BP2	Cluster_3
peak_115469	ENSG00000159692	CTBP1	Cluster_3
peak_115995	ENSG00000179010	MRFAP1	Cluster_3
peak_115995	ENSG00000178988	MRFAP1L1	Cluster_3
peak_115996	ENSG00000179010	MRFAP1	Cluster_3
peak_115996	ENSG00000178988	MRFAP1L1	Cluster_3
peak_115996	ENSG00000186222	BLOC1S4	Cluster_3
peak_116030	ENSG00000170871	KIAA0232	Cluster_3
peak_117348	ENSG00000163697	APBB2	Cluster_3
peak_118807	ENSG00000145284	SCD5	Cluster_3
peak_120252	ENSG00000145349	CAMK2D	Cluster_3
peak_120286	ENSG00000180801	ARSJ	Cluster_3
peak_120359	ENSG00000164099	PRSS12	Cluster_3
peak_120446	ENSG00000138735	PDE5A	Cluster_3
peak_120539	ENSG00000164111	ANXA5	Cluster_3
peak_120567	ENSG00000138741	TRPC3	Cluster_3
peak_120567	ENSG00000138688	KIAA1109	Cluster_3
peak_120761	ENSG00000164070	HSPA4L	Cluster_3
peak_120761	ENSG00000142731	PLK4	Cluster_3
peak_121018	ENSG00000172007	RAB33B	Cluster_3
peak_121132	ENSG00000153130	SCOC	Cluster_3
peak_121133	ENSG00000153130	SCOC	Cluster_3
peak_121157	ENSG00000179387	ELMOD2	Cluster_3
peak_121966	ENSG00000164116	GUCY1A1	Cluster_3
peak_123504	ENSG00000145545	SRD5A1	Cluster_3
peak_123504	ENSG00000037474	NSUN2	Cluster_3
peak_123714	ENSG00000112977	DAP	Cluster_3
peak_123728	ENSG00000112977	DAP	Cluster_3
peak_123967	ENSG00000154122	ANKH	Cluster_3
peak_124134	ENSG00000145555	MYO10	Cluster_3
peak_125186	ENSG00000151876	FBXO4	Cluster_3
peak_125338	ENSG00000151883	PARP8	Cluster_3
peak_126928	ENSG00000049860	HEXB	Cluster_3
peak_126928	ENSG00000171617	ENC1	Cluster_3
peak_127047	ENSG00000113163	CERT1	Cluster_3
peak_127132	ENSG00000181104	F2R	Cluster_3
peak_127262	ENSG00000171530	TBCA	Cluster_3
peak_127777	ENSG00000145715	RASA1	Cluster_3
peak_127779	ENSG00000145715	RASA1	Cluster_3
peak_127854	ENSG00000081189	MEF2C	Cluster_3
peak_127867	ENSG00000081189	MEF2C	Cluster_3
peak_127950	ENSG00000113369	ARRDC3	Cluster_3
peak_128283	ENSG00000164308	ERAP2	Cluster_3
peak_128283	ENSG00000113441	LNPEP	Cluster_3
peak_128472	ENSG00000181751	MACIR	Cluster_3
peak_128601	ENSG00000151422	FER	Cluster_3
peak_128601	ENSG00000198961	PJA2	Cluster_3
peak_128609	ENSG00000198961	PJA2	Cluster_3
peak_128716	ENSG00000134986	NREP	Cluster_3
peak_128751	ENSG00000134986	NREP	Cluster_3
peak_128755	ENSG00000134986	NREP	Cluster_3
peak_128978	ENSG00000145780	FEM1C	Cluster_3
peak_129003	ENSG00000145780	FEM1C	Cluster_3
peak_129298	ENSG00000061455	PRDM6	Cluster_3
peak_129460	ENSG00000173926	MARCHF3	Cluster_3
peak_129462	ENSG00000173926	MARCHF3	Cluster_3
peak_129654	ENSG00000158985	CDC42SE2	Cluster_3
peak_130626	ENSG00000253846	PCDHGA10	Cluster_3
peak_130626	ENSG00000254122	PCDHGB7	Cluster_3
peak_130626	ENSG00000253873	PCDHGA11	Cluster_3
peak_130626	ENSG00000131504	DIAPH1	Cluster_3
peak_130628	ENSG00000253846	PCDHGA10	Cluster_3
peak_130628	ENSG00000254122	PCDHGB7	Cluster_3
peak_130628	ENSG00000253873	PCDHGA11	Cluster_3
peak_130632	ENSG00000254122	PCDHGB7	Cluster_3
peak_130632	ENSG00000253873	PCDHGA11	Cluster_3
peak_130634	ENSG00000240184	PCDHGC3	Cluster_3
peak_130634	ENSG00000131504	DIAPH1	Cluster_3
peak_130887	ENSG00000113580	NR3C1	Cluster_3
peak_130900	ENSG00000113580	NR3C1	Cluster_3
peak_131107	ENSG00000113657	DPYSL3	Cluster_3
peak_131193	ENSG00000169252	ADRB2	Cluster_3
peak_132695	ENSG00000168246	UBTD2	Cluster_3
peak_132698	ENSG00000072803	FBXW11	Cluster_3
peak_132715	ENSG00000168246	UBTD2	Cluster_3
peak_132721	ENSG00000072786	STK10	Cluster_3
peak_132721	ENSG00000168246	UBTD2	Cluster_3
peak_132846	ENSG00000120129	DUSP1	Cluster_3
peak_132871	ENSG00000113732	ATP6V0E1	Cluster_3
peak_132871	ENSG00000164463	CREBRF	Cluster_3
peak_133325	ENSG00000027847	B4GALT7	Cluster_3
peak_133325	ENSG00000145911	N4BP3	Cluster_3
peak_133507	ENSG00000161021	MAML1	Cluster_3
peak_133507	ENSG00000213316	LTC4S	Cluster_3
peak_133507	ENSG00000161013	MGAT4B	Cluster_3
peak_133508	ENSG00000161021	MAML1	Cluster_3
peak_133508	ENSG00000161011	SQSTM1	Cluster_3
peak_133508	ENSG00000161013	MGAT4B	Cluster_3
peak_133849	ENSG00000054598	FOXC1	Cluster_3
peak_133877	ENSG00000054598	FOXC1	Cluster_3
peak_133878	ENSG00000054598	FOXC1	Cluster_3
peak_133882	ENSG00000054598	FOXC1	Cluster_3
peak_134022	ENSG00000137267	TUBB2A	Cluster_3
peak_134313	ENSG00000124785	NRN1	Cluster_3
peak_134894	ENSG00000095951	HIVEP1	Cluster_3
peak_135215	ENSG00000008083	JARID2	Cluster_3
peak_135216	ENSG00000008083	JARID2	Cluster_3
peak_135558	ENSG00000165097	KDM1B	Cluster_3
peak_135558	ENSG00000137364	TPMT	Cluster_3
peak_135728	ENSG00000124766	SOX4	Cluster_3
peak_135941	ENSG00000278588	H2BC10	Cluster_3
peak_135992	ENSG00000112763	BTN2A1	Cluster_3
peak_136034	ENSG00000276180	H4C9	Cluster_3
peak_136034	ENSG00000274997	H2AC12	Cluster_3
peak_136034	ENSG00000197903	H2BC12	Cluster_3
peak_136034	ENSG00000275379	H3C11	Cluster_3
peak_136034	ENSG00000275126	H4C13	Cluster_3
peak_136034	ENSG00000184357	H1-5	Cluster_3
peak_136312	ENSG00000186577	SMIM29	Cluster_3
peak_136312	ENSG00000272325	NUDT3	Cluster_3
peak_136370	ENSG00000064999	ANKS1A	Cluster_3
peak_136370	ENSG00000064995	TAF11	Cluster_3
peak_136469	ENSG00000112053	SLC26A8	Cluster_3
peak_136469	ENSG00000112062	MAPK14	Cluster_3
peak_136469	ENSG00000096070	BRPF3	Cluster_3
peak_137120	ENSG00000112655	PTK7	Cluster_3
peak_137122	ENSG00000112655	PTK7	Cluster_3
peak_137726	ENSG00000065308	TRAM2	Cluster_3
peak_139035	ENSG00000112182	BACH2	Cluster_3
peak_139356	ENSG00000132429	POPDC3	Cluster_3
peak_139533	ENSG00000130349	MTRES1	Cluster_3
peak_139533	ENSG00000178409	BEND3	Cluster_3
peak_139688	ENSG00000118689	FOXO3	Cluster_3
peak_139914	ENSG00000173214	MFSD4B	Cluster_3
peak_139983	ENSG00000010810	FYN	Cluster_3
peak_140141	ENSG00000277443	MARCKS	Cluster_3
peak_140158	ENSG00000277443	MARCKS	Cluster_3
peak_140613	ENSG00000146373	RNF217	Cluster_3
peak_140672	ENSG00000111912	NCOA7	Cluster_3
peak_142969	ENSG00000049618	ARID1B	Cluster_3
peak_142982	ENSG00000049618	ARID1B	Cluster_3
peak_143408	ENSG00000085511	MAP3K4	Cluster_3
peak_143408	ENSG00000026652	AGPAT4	Cluster_3
peak_144067	ENSG00000106263	EIF3B	Cluster_3
peak_144920	ENSG00000106415	GLCCI1	Cluster_3
peak_144934	ENSG00000106415	GLCCI1	Cluster_3
peak_145098	ENSG00000006468	ETV1	Cluster_3
peak_145439	ENSG00000183742	MACC1	Cluster_3
peak_145704	ENSG00000136231	IGF2BP3	Cluster_3
peak_145785	ENSG00000105928	GSDME	Cluster_3
peak_145892	ENSG00000253293	HOXA10	Cluster_3
peak_145958	ENSG00000050344	NFE2L3	Cluster_3
peak_145959	ENSG00000050344	NFE2L3	Cluster_3
peak_145959	ENSG00000122565	CBX3	Cluster_3
peak_145959	ENSG00000122566	HNRNPA2B1	Cluster_3
peak_145966	ENSG00000122565	CBX3	Cluster_3
peak_145966	ENSG00000122566	HNRNPA2B1	Cluster_3
peak_145966	ENSG00000122592	HOXA7	Cluster_3
peak_146012	ENSG00000105996	HOXA2	Cluster_3
peak_146057	ENSG00000078399	HOXA9	Cluster_3
peak_146219	ENSG00000146592	CREB5	Cluster_3
peak_147729	ENSG00000106633	GCK	Cluster_3
peak_147835	ENSG00000105968	H2AZ2	Cluster_3
peak_148504	ENSG00000154978	VOPP1	Cluster_3
peak_148747	ENSG00000158321	AUTS2	Cluster_3
peak_149158	ENSG00000006576	PHTF2	Cluster_3
peak_149158	ENSG00000135211	TMEM60	Cluster_3
peak_150652	ENSG00000205307	SAP25	Cluster_3
peak_150652	ENSG00000077454	LRCH4	Cluster_3
peak_150652	ENSG00000146830	GIGYF1	Cluster_3
peak_150856	ENSG00000257923	CUX1	Cluster_3
peak_151163	ENSG00000253276	CCDC71L	Cluster_3
peak_151689	ENSG00000105974	CAV1	Cluster_3
peak_151783	ENSG00000077063	CTTNBP2	Cluster_3
peak_151844	ENSG00000106034	CPED1	Cluster_3
peak_152070	ENSG00000128594	LRRC4	Cluster_3
peak_152300	ENSG00000128607	KLHDC10	Cluster_3
peak_152302	ENSG00000128607	KLHDC10	Cluster_3
peak_152302	ENSG00000158623	COPG2	Cluster_3
peak_153744	ENSG00000184863	RBM33	Cluster_3
