peak_name	gene	sym	cluster
peak_98445	ENSG00000022277	RTF2	Cluster_1
peak_98724	ENSG00000124222	STX16	Cluster_1
peak_98724	ENSG00000254995	STX16-NPEPL1	Cluster_1
peak_98757	ENSG00000198768	APCDD1L	Cluster_1
peak_98757	ENSG00000124222	STX16	Cluster_1
peak_98757	ENSG00000254995	STX16-NPEPL1	Cluster_1
peak_99289	ENSG00000183260	ABHD16B	Cluster_1
peak_99289	ENSG00000101150	TPD52L2	Cluster_1
peak_99351	ENSG00000180530	NRIP1	Cluster_1
peak_99981	ENSG00000159216	RUNX1	Cluster_1
peak_99982	ENSG00000159216	RUNX1	Cluster_1
peak_99983	ENSG00000159216	RUNX1	Cluster_1
peak_100134	ENSG00000159263	SIM2	Cluster_1
peak_100789	ENSG00000197381	ADARB1	Cluster_1
peak_100795	ENSG00000197381	ADARB1	Cluster_1
peak_100796	ENSG00000197381	ADARB1	Cluster_1
peak_100932	ENSG00000142156	COL6A1	Cluster_1
peak_100932	ENSG00000142173	COL6A2	Cluster_1
peak_100933	ENSG00000142156	COL6A1	Cluster_1
peak_100936	ENSG00000142156	COL6A1	Cluster_1
peak_101105	ENSG00000100056	ESS2	Cluster_1
peak_101105	ENSG00000063515	GSC2	Cluster_1
peak_101105	ENSG00000184702	SEPTIN5	Cluster_1
peak_101105	ENSG00000284874	NA	Cluster_1
peak_102133	ENSG00000128342	LIF	Cluster_1
peak_102134	ENSG00000128342	LIF	Cluster_1
peak_102414	ENSG00000100234	TIMP3	Cluster_1
peak_102423	ENSG00000100234	TIMP3	Cluster_1
peak_104136	ENSG00000134107	BHLHE40	Cluster_1
peak_104210	ENSG00000180914	OXTR	Cluster_1
peak_104214	ENSG00000180914	OXTR	Cluster_1
peak_104216	ENSG00000180914	OXTR	Cluster_1
peak_104220	ENSG00000180914	OXTR	Cluster_1
peak_104220	ENSG00000070950	RAD18	Cluster_1
peak_104221	ENSG00000180914	OXTR	Cluster_1
peak_104222	ENSG00000180914	OXTR	Cluster_1
peak_104941	ENSG00000206560	ANKRD28	Cluster_1
peak_107450	ENSG00000114251	WNT5A	Cluster_1
peak_107473	ENSG00000114251	WNT5A	Cluster_1
peak_107499	ENSG00000114251	WNT5A	Cluster_1
peak_107500	ENSG00000114251	WNT5A	Cluster_1
peak_107511	ENSG00000114251	WNT5A	Cluster_1
peak_107517	ENSG00000114251	WNT5A	Cluster_1
peak_107521	ENSG00000114251	WNT5A	Cluster_1
peak_107522	ENSG00000114251	WNT5A	Cluster_1
peak_107526	ENSG00000114251	WNT5A	Cluster_1
peak_108333	ENSG00000144749	LRIG1	Cluster_1
peak_108629	ENSG00000114861	FOXP1	Cluster_1
peak_108649	ENSG00000114861	FOXP1	Cluster_1
peak_109521	ENSG00000170017	ALCAM	Cluster_1
peak_109785	ENSG00000177707	NECTIN3	Cluster_1
peak_109786	ENSG00000177707	NECTIN3	Cluster_1
peak_109918	ENSG00000091986	CCDC80	Cluster_1
peak_109921	ENSG00000091986	CCDC80	Cluster_1
peak_109922	ENSG00000091986	CCDC80	Cluster_1
peak_110197	ENSG00000121578	B4GALT4	Cluster_1
peak_110218	ENSG00000121578	B4GALT4	Cluster_1
peak_110220	ENSG00000121578	B4GALT4	Cluster_1
peak_110710	ENSG00000173706	HEG1	Cluster_1
peak_110710	ENSG00000163848	ZNF148	Cluster_1
peak_110714	ENSG00000173706	HEG1	Cluster_1
peak_110893	ENSG00000114554	PLXNA1	Cluster_1
peak_111398	ENSG00000113971	NPHP3	Cluster_1
peak_111403	ENSG00000113971	NPHP3	Cluster_1
peak_111499	ENSG00000163785	RYK	Cluster_1
peak_111552	ENSG00000114019	AMOTL2	Cluster_1
peak_111555	ENSG00000114019	AMOTL2	Cluster_1
peak_111631	ENSG00000073711	PPP2R3A	Cluster_1
peak_112426	ENSG00000196428	TSC22D2	Cluster_1
peak_112427	ENSG00000196428	TSC22D2	Cluster_1
peak_112668	ENSG00000181467	RAP2B	Cluster_1
peak_112998	ENSG00000079257	LXN	Cluster_1
peak_112998	ENSG00000118855	MFSD1	Cluster_1
peak_112998	ENSG00000118849	RARRES1	Cluster_1
peak_113000	ENSG00000079257	LXN	Cluster_1
peak_113321	ENSG00000085276	MECOM	Cluster_1
peak_113613	ENSG00000075420	FNDC3B	Cluster_1
peak_114233	ENSG00000161204	ABCF3	Cluster_1
peak_114233	ENSG00000175166	PSMD2	Cluster_1
peak_114319	ENSG00000073792	IGF2BP2	Cluster_1
peak_114355	ENSG00000073792	IGF2BP2	Cluster_1
peak_114609	ENSG00000285938	NA	Cluster_1
peak_114609	ENSG00000113916	BCL6	Cluster_1
peak_114610	ENSG00000285938	NA	Cluster_1
peak_114610	ENSG00000113916	BCL6	Cluster_1
peak_114615	ENSG00000285938	NA	Cluster_1
peak_114615	ENSG00000113916	BCL6	Cluster_1
peak_114664	ENSG00000285938	NA	Cluster_1
peak_114664	ENSG00000113916	BCL6	Cluster_1
peak_114724	ENSG00000145012	LPP	Cluster_1
peak_115428	ENSG00000127418	FGFRL1	Cluster_1
peak_115602	ENSG00000123933	MXD4	Cluster_1
peak_115953	ENSG00000072840	EVC	Cluster_1
peak_115953	ENSG00000173040	EVC2	Cluster_1
peak_116316	ENSG00000071127	WDR1	Cluster_1
peak_116316	ENSG00000178163	ZNF518B	Cluster_1
peak_117356	ENSG00000154277	UCHL1	Cluster_1
peak_117775	ENSG00000184178	SCFD2	Cluster_1
peak_117775	ENSG00000134853	PDGFRA	Cluster_1
peak_117826	ENSG00000134853	PDGFRA	Cluster_1
peak_117842	ENSG00000109220	CHIC2	Cluster_1
peak_118444	ENSG00000138771	SHROOM3	Cluster_1
peak_118447	ENSG00000138771	SHROOM3	Cluster_1
peak_118465	ENSG00000138758	SEPTIN11	Cluster_1
peak_118466	ENSG00000138758	SEPTIN11	Cluster_1
peak_118490	ENSG00000138758	SEPTIN11	Cluster_1
peak_118494	ENSG00000138758	SEPTIN11	Cluster_1
peak_118501	ENSG00000138758	SEPTIN11	Cluster_1
peak_118507	ENSG00000138758	SEPTIN11	Cluster_1
peak_118508	ENSG00000138758	SEPTIN11	Cluster_1
peak_118668	ENSG00000152784	PRDM8	Cluster_1
peak_118670	ENSG00000163297	ANTXR2	Cluster_1
peak_118670	ENSG00000152784	PRDM8	Cluster_1
peak_118671	ENSG00000163297	ANTXR2	Cluster_1
peak_118671	ENSG00000152784	PRDM8	Cluster_1
peak_118672	ENSG00000163297	ANTXR2	Cluster_1
peak_118672	ENSG00000138675	FGF5	Cluster_1
peak_118674	ENSG00000163297	ANTXR2	Cluster_1
peak_118674	ENSG00000152784	PRDM8	Cluster_1
peak_118676	ENSG00000152784	PRDM8	Cluster_1
peak_118687	ENSG00000138675	FGF5	Cluster_1
peak_118688	ENSG00000138675	FGF5	Cluster_1
peak_119487	ENSG00000168785	TSPAN5	Cluster_1
peak_120357	ENSG00000164099	PRSS12	Cluster_1
peak_120538	ENSG00000164111	ANXA5	Cluster_1
peak_120877	ENSG00000189184	PCDH18	Cluster_1
peak_121647	ENSG00000170390	DCLK2	Cluster_1
peak_121648	ENSG00000170390	DCLK2	Cluster_1
peak_122760	ENSG00000150630	VEGFC	Cluster_1
peak_122765	ENSG00000150630	VEGFC	Cluster_1
peak_122767	ENSG00000150630	VEGFC	Cluster_1
peak_123603	ENSG00000112902	SEMA5A	Cluster_1
peak_123605	ENSG00000112902	SEMA5A	Cluster_1
peak_123606	ENSG00000112902	SEMA5A	Cluster_1
peak_123627	ENSG00000112902	SEMA5A	Cluster_1
peak_123732	ENSG00000112977	DAP	Cluster_1
peak_123861	ENSG00000038382	TRIO	Cluster_1
peak_123880	ENSG00000038382	TRIO	Cluster_1
peak_123881	ENSG00000038382	TRIO	Cluster_1
peak_123897	ENSG00000038382	TRIO	Cluster_1
peak_124019	ENSG00000183580	FBXL7	Cluster_1
peak_124123	ENSG00000145555	MYO10	Cluster_1
peak_124124	ENSG00000145555	MYO10	Cluster_1
peak_124129	ENSG00000145555	MYO10	Cluster_1
peak_124130	ENSG00000145555	MYO10	Cluster_1
peak_124135	ENSG00000145555	MYO10	Cluster_1
peak_124341	ENSG00000113361	CDH6	Cluster_1
peak_124347	ENSG00000113361	CDH6	Cluster_1
peak_124524	ENSG00000039560	RAI14	Cluster_1
peak_124563	ENSG00000039560	RAI14	Cluster_1
peak_124656	ENSG00000168685	IL7R	Cluster_1
peak_124804	ENSG00000168621	GDNF	Cluster_1
peak_124998	ENSG00000153071	DAB2	Cluster_1
peak_124999	ENSG00000153071	DAB2	Cluster_1
peak_125000	ENSG00000153071	DAB2	Cluster_1
peak_125001	ENSG00000153071	DAB2	Cluster_1
peak_125002	ENSG00000153071	DAB2	Cluster_1
peak_125003	ENSG00000153071	DAB2	Cluster_1
peak_125075	ENSG00000171522	PTGER4	Cluster_1
peak_125079	ENSG00000171522	PTGER4	Cluster_1
peak_125083	ENSG00000171522	PTGER4	Cluster_1
peak_125091	ENSG00000171522	PTGER4	Cluster_1
peak_125097	ENSG00000171522	PTGER4	Cluster_1
peak_125098	ENSG00000171522	PTGER4	Cluster_1
peak_125438	ENSG00000134363	FST	Cluster_1
peak_125465	ENSG00000134363	FST	Cluster_1
peak_125466	ENSG00000134363	FST	Cluster_1
peak_125483	ENSG00000134363	FST	Cluster_1
peak_125490	ENSG00000134363	FST	Cluster_1
peak_125576	ENSG00000178996	SNX18	Cluster_1
peak_125587	ENSG00000178996	SNX18	Cluster_1
peak_125588	ENSG00000178996	SNX18	Cluster_1
peak_125589	ENSG00000178996	SNX18	Cluster_1
peak_125623	ENSG00000164283	ESM1	Cluster_1
peak_125716	ENSG00000134352	IL6ST	Cluster_1
peak_126410	ENSG00000049192	ADAMTS6	Cluster_1
peak_126792	ENSG00000251493	FOXD1	Cluster_1
peak_126796	ENSG00000251493	FOXD1	Cluster_1
peak_127140	ENSG00000181104	F2R	Cluster_1
peak_127772	ENSG00000145715	RASA1	Cluster_1
peak_127784	ENSG00000145715	RASA1	Cluster_1
peak_127787	ENSG00000145715	RASA1	Cluster_1
peak_127983	ENSG00000113369	ARRDC3	Cluster_1
peak_128034	ENSG00000175745	NR2F1	Cluster_1
peak_128044	ENSG00000175745	NR2F1	Cluster_1
peak_128045	ENSG00000175745	NR2F1	Cluster_1
peak_128131	ENSG00000164291	ARSK	Cluster_1
peak_128131	ENSG00000198677	TTC37	Cluster_1
peak_128131	ENSG00000178015	GPR150	Cluster_1
peak_128184	ENSG00000118985	ELL2	Cluster_1
peak_128319	ENSG00000174136	RGMB	Cluster_1
peak_128320	ENSG00000174136	RGMB	Cluster_1
peak_128321	ENSG00000174136	RGMB	Cluster_1
peak_128324	ENSG00000174136	RGMB	Cluster_1
peak_128327	ENSG00000174136	RGMB	Cluster_1
peak_128329	ENSG00000174136	RGMB	Cluster_1
peak_128332	ENSG00000174136	RGMB	Cluster_1
peak_128749	ENSG00000134986	NREP	Cluster_1
peak_128750	ENSG00000134986	NREP	Cluster_1
peak_128754	ENSG00000134986	NREP	Cluster_1
peak_129005	ENSG00000145780	FEM1C	Cluster_1
peak_129184	ENSG00000184838	PRR16	Cluster_1
peak_129187	ENSG00000184838	PRR16	Cluster_1
peak_129213	ENSG00000113083	LOX	Cluster_1
peak_129721	ENSG00000131435	PDLIM4	Cluster_1
peak_129734	ENSG00000131435	PDLIM4	Cluster_1
peak_130293	ENSG00000120738	EGR1	Cluster_1
peak_130293	ENSG00000120705	ETF1	Cluster_1
peak_130528	ENSG00000113068	PFDN1	Cluster_1
peak_130528	ENSG00000113070	HBEGF	Cluster_1
peak_130608	ENSG00000081853	PCDHGA2	Cluster_1
peak_130888	ENSG00000113580	NR3C1	Cluster_1
peak_131103	ENSG00000113657	DPYSL3	Cluster_1
peak_131230	ENSG00000157510	AFAP1L1	Cluster_1
peak_131239	ENSG00000173210	ABLIM3	Cluster_1
peak_131508	ENSG00000145907	G3BP1	Cluster_1
peak_131846	ENSG00000135074	ADAM19	Cluster_1
peak_131853	ENSG00000135074	ADAM19	Cluster_1
peak_132463	ENSG00000040275	SPDL1	Cluster_1
peak_132464	ENSG00000040275	SPDL1	Cluster_1
peak_132464	ENSG00000204767	INSYN2B	Cluster_1
peak_132495	ENSG00000204767	INSYN2B	Cluster_1
peak_132502	ENSG00000204767	INSYN2B	Cluster_1
peak_132835	ENSG00000120129	DUSP1	Cluster_1
peak_132836	ENSG00000120129	DUSP1	Cluster_1
peak_132839	ENSG00000120129	DUSP1	Cluster_1
peak_132839	ENSG00000113719	ERGIC1	Cluster_1
peak_132901	ENSG00000113739	STC2	Cluster_1
peak_132901	ENSG00000145919	BOD1	Cluster_1
peak_132902	ENSG00000113739	STC2	Cluster_1
peak_132903	ENSG00000113739	STC2	Cluster_1
peak_132904	ENSG00000113739	STC2	Cluster_1
peak_133209	ENSG00000175416	CLTB	Cluster_1
peak_133472	ENSG00000087116	ADAMTS2	Cluster_1
peak_133491	ENSG00000087116	ADAMTS2	Cluster_1
peak_134021	ENSG00000137267	TUBB2A	Cluster_1
peak_135491	ENSG00000112183	RBM24	Cluster_1
peak_135511	ENSG00000112183	RBM24	Cluster_1
peak_137199	ENSG00000112715	VEGFA	Cluster_1
peak_137703	ENSG00000065308	TRAM2	Cluster_1
peak_138260	ENSG00000119900	OGFRL1	Cluster_1
peak_138789	ENSG00000135318	NT5E	Cluster_1
peak_138798	ENSG00000135318	NT5E	Cluster_1
peak_138801	ENSG00000135318	NT5E	Cluster_1
peak_139350	ENSG00000112276	BVES	Cluster_1
peak_139350	ENSG00000085377	PREP	Cluster_1
peak_140026	ENSG00000112769	LAMA4	Cluster_1
peak_140300	ENSG00000047932	GOPC	Cluster_1
peak_140482	ENSG00000152661	GJA1	Cluster_1
peak_140483	ENSG00000152661	GJA1	Cluster_1
peak_140611	ENSG00000146373	RNF217	Cluster_1
peak_140615	ENSG00000146373	RNF217	Cluster_1
peak_140903	ENSG00000164484	TMEM200A	Cluster_1
peak_140903	ENSG00000164483	SAMD3	Cluster_1
peak_141014	ENSG00000118523	CCN2	Cluster_1
peak_141175	ENSG00000118526	TCF21	Cluster_1
peak_141176	ENSG00000118526	TCF21	Cluster_1
peak_141177	ENSG00000118526	TCF21	Cluster_1
peak_141821	ENSG00000164442	CITED2	Cluster_1
peak_141823	ENSG00000164442	CITED2	Cluster_1
peak_141849	ENSG00000164442	CITED2	Cluster_1
peak_142340	ENSG00000164506	STXBP5	Cluster_1
peak_142342	ENSG00000164506	STXBP5	Cluster_1
peak_142439	ENSG00000111962	UST	Cluster_1
peak_142464	ENSG00000111962	UST	Cluster_1
peak_143637	ENSG00000071242	RPS6KA2	Cluster_1
peak_143639	ENSG00000071242	RPS6KA2	Cluster_1
peak_145337	ENSG00000122691	TWIST1	Cluster_1
peak_145619	ENSG00000136244	IL6	Cluster_1
peak_145621	ENSG00000136244	IL6	Cluster_1
peak_145622	ENSG00000136244	IL6	Cluster_1
peak_145624	ENSG00000136244	IL6	Cluster_1
peak_145646	ENSG00000122591	FAM126A	Cluster_1
peak_145697	ENSG00000136231	IGF2BP3	Cluster_1
peak_145790	ENSG00000105928	GSDME	Cluster_1
peak_145960	ENSG00000122565	CBX3	Cluster_1
peak_145960	ENSG00000122566	HNRNPA2B1	Cluster_1
peak_146022	ENSG00000105996	HOXA2	Cluster_1
peak_146030	ENSG00000105996	HOXA2	Cluster_1
peak_146036	ENSG00000105996	HOXA2	Cluster_1
peak_146055	ENSG00000105996	HOXA2	Cluster_1
peak_146055	ENSG00000106004	HOXA5	Cluster_1
peak_146630	ENSG00000154678	PDE1C	Cluster_1
peak_146642	ENSG00000154678	PDE1C	Cluster_1
peak_146805	ENSG00000164619	BMPER	Cluster_1
peak_147302	ENSG00000006451	RALA	Cluster_1
peak_147416	ENSG00000122641	INHBA	Cluster_1
peak_147495	ENSG00000122641	INHBA	Cluster_1
peak_147496	ENSG00000122641	INHBA	Cluster_1
peak_147497	ENSG00000122641	INHBA	Cluster_1
peak_147498	ENSG00000122641	INHBA	Cluster_1
peak_147499	ENSG00000122641	INHBA	Cluster_1
peak_147500	ENSG00000122641	INHBA	Cluster_1
peak_147663	ENSG00000164543	STK17A	Cluster_1
peak_147664	ENSG00000164543	STK17A	Cluster_1
peak_147666	ENSG00000164543	STK17A	Cluster_1
peak_147715	ENSG00000106636	YKT6	Cluster_1
peak_147716	ENSG00000106636	YKT6	Cluster_1
peak_148423	ENSG00000146648	EGFR	Cluster_1
peak_148428	ENSG00000146648	EGFR	Cluster_1
peak_148935	ENSG00000049540	ELN	Cluster_1
peak_149225	ENSG00000187391	MAGI2	Cluster_1
peak_149412	ENSG00000075223	SEMA3C	Cluster_1
peak_150193	ENSG00000164692	COL1A2	Cluster_1
peak_150198	ENSG00000164692	COL1A2	Cluster_1
peak_150654	ENSG00000205307	SAP25	Cluster_1
peak_150654	ENSG00000077454	LRCH4	Cluster_1
peak_150654	ENSG00000087077	TRIP6	Cluster_1
peak_150667	ENSG00000172336	POP7	Cluster_1
peak_150667	ENSG00000087077	TRIP6	Cluster_1
peak_151849	ENSG00000106034	CPED1	Cluster_1
peak_151850	ENSG00000106034	CPED1	Cluster_1
peak_152035	ENSG00000004059	ARF5	Cluster_1
peak_152035	ENSG00000106328	FSCN3	Cluster_1
peak_152035	ENSG00000179562	GCC1	Cluster_1
peak_152151	ENSG00000128595	CALU	Cluster_1
peak_152151	ENSG00000128591	FLNC	Cluster_1
peak_152153	ENSG00000128595	CALU	Cluster_1
peak_152153	ENSG00000128591	FLNC	Cluster_1
peak_152156	ENSG00000128596	CCDC136	Cluster_1
peak_152156	ENSG00000128591	FLNC	Cluster_1
peak_152299	ENSG00000128607	KLHDC10	Cluster_1
peak_152299	ENSG00000106484	MEST	Cluster_1
peak_152377	ENSG00000128510	CPA4	Cluster_1
peak_152377	ENSG00000106477	CEP41	Cluster_1
peak_152795	ENSG00000189320	FAM180A	Cluster_1
peak_152796	ENSG00000189320	FAM180A	Cluster_1
peak_152813	ENSG00000181072	CHRM2	Cluster_1
peak_152842	ENSG00000157680	DGKI	Cluster_1
peak_153052	ENSG00000059377	TBXAS1	Cluster_1
peak_153064	ENSG00000059377	TBXAS1	Cluster_1
peak_153065	ENSG00000059377	TBXAS1	Cluster_1
peak_153192	ENSG00000006530	AGK	Cluster_1
peak_153201	ENSG00000159840	ZYX	Cluster_1
peak_154570	ENSG00000104219	ZDHHC2	Cluster_1
peak_154598	ENSG00000003989	SLC7A2	Cluster_1
peak_154814	ENSG00000061337	LZTS1	Cluster_1
peak_154817	ENSG00000061337	LZTS1	Cluster_1
peak_155061	ENSG00000173530	TNFRSF10D	Cluster_1
peak_155061	ENSG00000147457	CHMP7	Cluster_1
peak_155062	ENSG00000173530	TNFRSF10D	Cluster_1
peak_155062	ENSG00000147457	CHMP7	Cluster_1
peak_155064	ENSG00000173530	TNFRSF10D	Cluster_1
peak_155078	ENSG00000134013	LOXL2	Cluster_1
peak_155080	ENSG00000134013	LOXL2	Cluster_1
peak_155193	ENSG00000104722	NEFM	Cluster_1
peak_155194	ENSG00000104722	NEFM	Cluster_1
peak_156087	ENSG00000183779	ZNF703	Cluster_1
peak_156088	ENSG00000183779	ZNF703	Cluster_1
peak_156091	ENSG00000183779	ZNF703	Cluster_1
peak_156211	ENSG00000077782	FGFR1	Cluster_1
peak_156212	ENSG00000077782	FGFR1	Cluster_1
peak_156635	ENSG00000019549	SNAI2	Cluster_1
peak_157101	ENSG00000104388	RAB2A	Cluster_1
peak_157442	ENSG00000066777	ARFGEF1	Cluster_1
peak_157918	ENSG00000091656	ZFHX4	Cluster_1
peak_157923	ENSG00000091656	ZFHX4	Cluster_1
peak_158482	ENSG00000155099	PIP4P2	Cluster_1
peak_158677	ENSG00000164949	GEM	Cluster_1
peak_159242	ENSG00000164924	YWHAZ	Cluster_1
peak_159446	ENSG00000155090	KLF10	Cluster_1
peak_159489	ENSG00000164932	CTHRC1	Cluster_1
peak_159495	ENSG00000164932	CTHRC1	Cluster_1
peak_160247	ENSG00000182197	EXT1	Cluster_1
peak_160504	ENSG00000170961	HAS2	Cluster_1
peak_160511	ENSG00000170961	HAS2	Cluster_1
peak_160565	ENSG00000170961	HAS2	Cluster_1
peak_160568	ENSG00000170961	HAS2	Cluster_1
peak_160570	ENSG00000170961	HAS2	Cluster_1
peak_160573	ENSG00000170961	HAS2	Cluster_1
peak_160895	ENSG00000164983	TMEM65	Cluster_1
peak_161974	ENSG00000131773	KHDRBS3	Cluster_1
peak_162459	ENSG00000178209	PLEC	Cluster_1
peak_162984	ENSG00000120217	CD274	Cluster_1
peak_162985	ENSG00000120217	CD274	Cluster_1
peak_162985	ENSG00000197646	PDCD1LG2	Cluster_1
peak_162987	ENSG00000120217	CD274	Cluster_1
peak_163253	ENSG00000155158	TTC39B	Cluster_1
peak_163351	ENSG00000173068	BNC2	Cluster_1
peak_163814	ENSG00000122729	ACO1	Cluster_1
peak_163822	ENSG00000122729	ACO1	Cluster_1
peak_163824	ENSG00000122729	ACO1	Cluster_1
peak_164027	ENSG00000137094	DNAJB5	Cluster_1
peak_164027	ENSG00000288699	NA	Cluster_1
peak_164027	ENSG00000165280	VCP	Cluster_1
peak_164048	ENSG00000165283	STOML2	Cluster_1
peak_164048	ENSG00000137076	TLN1	Cluster_1
peak_164051	ENSG00000005238	FAM214B	Cluster_1
peak_164060	ENSG00000005238	FAM214B	Cluster_1
peak_164103	ENSG00000198853	RUSC2	Cluster_1
peak_164103	ENSG00000107140	TESK1	Cluster_1
peak_164148	ENSG00000122707	RECK	Cluster_1
peak_164528	ENSG00000188647	PTAR1	Cluster_1
peak_164629	ENSG00000135048	CEMIP2	Cluster_1
peak_164704	ENSG00000107372	ZFAND5	Cluster_1
peak_164709	ENSG00000107372	ZFAND5	Cluster_1
peak_164717	ENSG00000107372	ZFAND5	Cluster_1
peak_164774	ENSG00000135046	ANXA1	Cluster_1
peak_164989	ENSG00000156052	GNAQ	Cluster_1
peak_165611	ENSG00000130045	NXNL2	Cluster_1
peak_165612	ENSG00000130045	NXNL2	Cluster_1
peak_165628	ENSG00000213694	S1PR3	Cluster_1
peak_165893	ENSG00000165030	NFIL3	Cluster_1
peak_165919	ENSG00000165030	NFIL3	Cluster_1
peak_166045	ENSG00000196305	IARS1	Cluster_1
peak_166087	ENSG00000185963	BICD2	Cluster_1
peak_166498	ENSG00000158122	PRXL2C	Cluster_1
peak_166590	ENSG00000178919	FOXE1	Cluster_1
peak_166605	ENSG00000178919	FOXE1	Cluster_1
peak_166606	ENSG00000178919	FOXE1	Cluster_1
peak_166676	ENSG00000136928	GABBR2	Cluster_1
peak_167282	ENSG00000119326	CTNNAL1	Cluster_1
peak_167436	ENSG00000198121	LPAR1	Cluster_1
peak_167516	ENSG00000148154	UGCG	Cluster_1
peak_167545	ENSG00000148154	UGCG	Cluster_1
peak_167548	ENSG00000148154	UGCG	Cluster_1
peak_167797	ENSG00000157657	ZNF618	Cluster_1
peak_167994	ENSG00000182752	PAPPA	Cluster_1
peak_167996	ENSG00000182752	PAPPA	Cluster_1
peak_167999	ENSG00000182752	PAPPA	Cluster_1
peak_168041	ENSG00000182752	PAPPA	Cluster_1
peak_168223	ENSG00000148180	GSN	Cluster_1
peak_168332	ENSG00000095303	PTGS1	Cluster_1
peak_169207	ENSG00000188483	IER5L	Cluster_1
peak_169924	ENSG00000130635	COL5A1	Cluster_1
peak_914	ENSG00000175262	C1orf127	Cluster_2
peak_2398	ENSG00000188822	CNR2	Cluster_2
peak_2403	ENSG00000188822	CNR2	Cluster_2
peak_2404	ENSG00000188822	CNR2	Cluster_2
peak_2407	ENSG00000188822	CNR2	Cluster_2
peak_2410	ENSG00000179163	FUCA1	Cluster_2
peak_2410	ENSG00000188822	CNR2	Cluster_2
peak_2540	ENSG00000020633	RUNX3	Cluster_2
peak_2607	ENSG00000204178	MACO1	Cluster_2
peak_2689	ENSG00000142669	SH3BGRL3	Cluster_2
peak_2689	ENSG00000169442	CD52	Cluster_2
peak_4144	ENSG00000117010	ZNF684	Cluster_2
peak_4294	ENSG00000127124	HIVEP3	Cluster_2
peak_4788	ENSG00000173660	UQCRH	Cluster_2
peak_4788	ENSG00000117481	NSUN4	Cluster_2
peak_5422	ENSG00000006555	TTC22	Cluster_2
peak_5422	ENSG00000162398	LEXM	Cluster_2
peak_6037	ENSG00000125703	ATG4C	Cluster_2
peak_6694	ENSG00000117054	ACADM	Cluster_2
peak_6694	ENSG00000137955	RABGGTB	Cluster_2
peak_6695	ENSG00000117054	ACADM	Cluster_2
peak_6695	ENSG00000057468	MSH4	Cluster_2
peak_6846	ENSG00000137959	IFI44L	Cluster_2
peak_7354	ENSG00000162654	GBP4	Cluster_2
peak_7545	ENSG00000162676	GFI1	Cluster_2
peak_7572	ENSG00000154511	DIPK1A	Cluster_2
peak_7991	ENSG00000162692	VCAM1	Cluster_2
peak_8105	ENSG00000134215	VAV3	Cluster_2
peak_8134	ENSG00000162636	FAM102B	Cluster_2
peak_8330	ENSG00000177272	KCNA3	Cluster_2
peak_8614	ENSG00000134242	PTPN22	Cluster_2
peak_8614	ENSG00000163349	HIPK1	Cluster_2
peak_8863	ENSG00000163399	ATP1A1	Cluster_2
peak_8874	ENSG00000116815	CD58	Cluster_2
peak_8893	ENSG00000116830	TTF2	Cluster_2
peak_8917	ENSG00000116830	TTF2	Cluster_2
peak_9043	ENSG00000116874	WARS2	Cluster_2
peak_9044	ENSG00000116874	WARS2	Cluster_2
peak_9238	ENSG00000163131	CTSS	Cluster_2
peak_9625	ENSG00000160714	UBE2Q1	Cluster_2
peak_9625	ENSG00000143537	ADAM15	Cluster_2
peak_9676	ENSG00000143603	KCNN3	Cluster_2
peak_9792	ENSG00000196189	SEMA4A	Cluster_2
peak_9964	ENSG00000163565	IFI16	Cluster_2
peak_9965	ENSG00000163565	IFI16	Cluster_2
peak_9967	ENSG00000163563	MNDA	Cluster_2
peak_9971	ENSG00000163568	AIM2	Cluster_2
peak_10753	ENSG00000188404	SELL	Cluster_2
peak_10759	ENSG00000188404	SELL	Cluster_2
peak_10760	ENSG00000188404	SELL	Cluster_2
peak_10767	ENSG00000188404	SELL	Cluster_2
peak_10768	ENSG00000188404	SELL	Cluster_2
peak_10770	ENSG00000188404	SELL	Cluster_2
peak_10865	ENSG00000076258	FMO4	Cluster_2
peak_10867	ENSG00000010932	FMO1	Cluster_2
peak_10867	ENSG00000076258	FMO4	Cluster_2
peak_11149	ENSG00000152061	RABGAP1L	Cluster_2
peak_11850	ENSG00000143333	RGS16	Cluster_2
peak_11850	ENSG00000135824	RGS8	Cluster_2
peak_11851	ENSG00000143333	RGS16	Cluster_2
peak_11851	ENSG00000135824	RGS8	Cluster_2
peak_11857	ENSG00000143333	RGS16	Cluster_2
peak_11857	ENSG00000135824	RGS8	Cluster_2
peak_12314	ENSG00000090104	RGS1	Cluster_2
peak_12650	ENSG00000118193	KIF14	Cluster_2
peak_12654	ENSG00000118197	DDX59	Cluster_2
peak_13212	ENSG00000143479	DYRK3	Cluster_2
peak_13213	ENSG00000162889	MAPKAPK2	Cluster_2
peak_13213	ENSG00000162894	FCMR	Cluster_2
peak_13315	ENSG00000203710	CR1	Cluster_2
peak_13476	ENSG00000009790	TRAF3IP3	Cluster_2
peak_13522	ENSG00000054392	HHAT	Cluster_2
peak_13685	ENSG00000123684	LPGAT1	Cluster_2
peak_13803	ENSG00000162769	FLVCR1	Cluster_2
peak_13803	ENSG00000143494	VASH2	Cluster_2
peak_14303	ENSG00000118873	RAB3GAP2	Cluster_2
peak_14456	ENSG00000143507	DUSP10	Cluster_2
peak_14918	ENSG00000143772	ITPKB	Cluster_2
peak_15804	ENSG00000168264	IRF2BP2	Cluster_2
peak_16076	ENSG00000086619	ERO1B	Cluster_2
